DateUTC,CountryCode,Value,Cov_ratio
2025-02-23 13:00:00,ES,23853.0,100
2025-02-23 13:00:00,PT,5246.6,100
2025-02-23 14:00:00,ES,22854.0,100
2025-02-23 14:00:00,PT,5002.3,100
2025-02-23 15:00:00,ES,22554.0,100
2025-02-23 15:00:00,PT,4965.9,100
2025-02-23 16:00:00,PT,5097.9,100
2025-02-23 16:00:00,ES,23037.0,100
2025-02-23 17:00:00,ES,24427.0,100
2025-02-23 17:00:00,PT,5578.7,100
2025-02-23 18:00:00,PT,6456.2,100
2025-02-23 18:00:00,ES,27460.0,100
2025-02-23 19:00:00,PT,7100.0,100
2025-02-23 19:00:00,ES,29549.0,100
2025-02-23 20:00:00,PT,7244.0,100
2025-02-23 20:00:00,ES,30050.0,100
2025-02-23 21:00:00,PT,6908.9,100
2025-02-23 21:00:00,ES,28383.0,100
2025-02-23 22:00:00,ES,25908.0,100
2025-02-23 22:00:00,PT,6396.3,100
2025-02-23 23:00:00,PT,5740.6,100
2025-02-23 23:00:00,ES,23701.0,100
2025-02-24 00:00:00,ES,22145.0,100
2025-02-24 00:00:00,PT,5288.6,100
2025-02-24 01:00:00,ES,21172.0,100
2025-02-24 01:00:00,PT,4948.8,100
2025-02-24 02:00:00,ES,20782.0,100
2025-02-24 02:00:00,PT,4749.2,100
2025-02-24 03:00:00,ES,20751.0,100
2025-02-24 03:00:00,PT,4641.9,100
2025-02-24 04:00:00,ES,21422.0,100
2025-02-24 04:00:00,PT,4648.8,100
2025-02-24 05:00:00,ES,24337.0,100
2025-02-24 05:00:00,PT,4814.8,100
2025-02-24 06:00:00,ES,29050.0,100
2025-02-24 06:00:00,PT,5496.1,100
2025-02-24 07:00:00,ES,31676.0,100
2025-02-24 07:00:00,PT,6257.7,100
2025-02-24 08:00:00,ES,31764.0,100
2025-02-24 08:00:00,PT,7094.8,100
2025-02-24 09:00:00,ES,31149.0,100
2025-02-24 09:00:00,PT,7299.5,100
2025-02-24 10:00:00,ES,30031.0,100
2025-02-24 10:00:00,PT,7012.1,100
2025-02-24 11:00:00,PT,7060.2,100
2025-02-24 11:00:00,ES,29725.0,100
2025-02-24 12:00:00,PT,6973.4,100
2025-02-24 12:00:00,ES,29766.0,100
2025-02-24 13:00:00,PT,6875.1,100
2025-02-24 13:00:00,ES,29437.0,100
2025-02-24 14:00:00,ES,29272.0,100
2025-02-24 14:00:00,PT,7034.0,100
2025-02-24 15:00:00,ES,29129.0,100
2025-02-24 15:00:00,PT,7033.0,100
2025-02-24 16:00:00,PT,7089.3,100
2025-02-24 16:00:00,ES,29423.0,100
2025-02-24 17:00:00,PT,7257.8,100
2025-02-24 17:00:00,ES,30482.0,100
2025-02-24 18:00:00,PT,7865.3,100
2025-02-24 18:00:00,ES,33227.0,100
2025-02-24 19:00:00,PT,8484.2,100
2025-02-24 19:00:00,ES,34901.0,100
2025-02-24 20:00:00,ES,34596.0,100
2025-02-24 20:00:00,PT,8335.5,100
2025-02-24 21:00:00,ES,31504.0,100
2025-02-24 21:00:00,PT,7787.3,100
2025-02-24 22:00:00,PT,7124.1,100
2025-02-24 22:00:00,ES,28087.0,100
2025-02-24 23:00:00,PT,6326.7,100
2025-02-24 23:00:00,ES,25822.0,100
2025-02-25 00:00:00,ES,23977.0,100
2025-02-25 00:00:00,PT,5694.4,100
2025-02-25 01:00:00,ES,22857.0,100
2025-02-25 01:00:00,PT,5322.0,100
2025-02-25 02:00:00,PT,5126.4,100
2025-02-25 02:00:00,ES,22244.0,100
2025-02-25 03:00:00,ES,22301.0,100
2025-02-25 03:00:00,PT,5035.1,100
2025-02-25 04:00:00,ES,23069.0,100
2025-02-25 04:00:00,PT,4956.5,100
2025-02-25 05:00:00,PT,5078.8,100
2025-02-25 05:00:00,ES,26127.0,100
2025-02-25 06:00:00,ES,30275.0,100
2025-02-25 06:00:00,PT,5585.3,100
2025-02-25 07:00:00,ES,31930.0,100
2025-02-25 07:00:00,PT,6357.3,100
2025-02-25 08:00:00,PT,7132.6,100
2025-02-25 08:00:00,ES,32043.0,100
2025-02-25 09:00:00,ES,31585.0,100
2025-02-25 09:00:00,PT,7308.1,100
2025-02-25 10:00:00,ES,31108.0,100
2025-02-25 10:00:00,PT,7041.7,100
2025-02-25 11:00:00,ES,31106.0,100
2025-02-25 11:00:00,PT,7005.0,100
2025-02-25 12:00:00,ES,31398.0,100
2025-02-25 12:00:00,PT,6691.6,100
2025-02-25 13:00:00,ES,31349.0,100
2025-02-25 13:00:00,PT,6454.0,100
2025-02-25 14:00:00,PT,6511.6,100
2025-02-25 14:00:00,ES,31025.0,100
2025-02-25 15:00:00,PT,6505.8,100
2025-02-25 15:00:00,ES,30669.0,100
2025-02-25 16:00:00,PT,6680.9,100
2025-02-25 16:00:00,ES,30555.0,100
2025-02-25 17:00:00,ES,31634.0,100
2025-02-25 17:00:00,PT,6892.9,100
2025-02-25 18:00:00,PT,7576.5,100
2025-02-25 18:00:00,ES,34214.0,100
2025-02-25 19:00:00,PT,8282.1,100
2025-02-25 19:00:00,ES,35731.0,100
2025-02-25 20:00:00,ES,35224.0,100
2025-02-25 20:00:00,PT,8276.7,100
2025-02-25 21:00:00,ES,32008.0,100
2025-02-25 21:00:00,PT,7798.4,100
2025-02-25 22:00:00,PT,7103.5,100
2025-02-25 22:00:00,ES,28669.0,100
2025-02-25 23:00:00,PT,6404.0,100
2025-02-25 23:00:00,ES,26346.0,100
2025-02-26 00:00:00,ES,24388.0,100
